Id,IndicatorCode,SpatialDimension,SpatialDimensionValueCode,ParentLocationCode,ParentLocation,TimeDimension,TimeDim,DisaggregatingDimension1,DisaggregatingDimension1ValueCode,DisaggregatingDimension2,DisaggregatingDimension2ValueCode,DisaggregatingDimension3,DisaggregatingDimension3ValueCode,DataSourceDimension,DataSourceDimensionValueCode,Value,NumericValue,Low,High,Comments,Date,TimeDimensionValue,TimeDimensionBegin,TimeDimensionEnd
4582122,GHED_EXTCHE_SHA2011,COUNTRY,EST,EUR,Europe,YEAR,2002,,,,,,,,,0.00,0,,,,2025-12-05T13:23:08Z,2002,2002-01-01,2002-12-31
4583651,GHED_EXTCHE_SHA2011,COUNTRY,MAR,EMR,Eastern Mediterranean,YEAR,2021,,,,,,,,,3.84,3.83511949,,,,2025-12-05T13:23:08Z,2021,2021-01-01,2021-12-31
4583705,GHED_EXTCHE_SHA2011,COUNTRY,MDG,AFR,Africa,YEAR,2013,,,,,,,,,20.29,20.29245377,,,,2025-12-05T13:23:08Z,2013,2013-01-01,2013-12-31
4586644,GHED_EXTCHE_SHA2011,COUNTRY,AND,EUR,Europe,YEAR,2009,,,,,,,,,0.00,0,,,,2025-12-05T13:23:08Z,2009,2009-01-01,2009-12-31
4590429,GHED_EXTCHE_SHA2011,REGION,WPR,,,YEAR,2017,,,,,,,,,14.64,14.63997617,,,,2025-12-05T13:23:08Z,2017,2017-01-01,2017-12-31
4590756,GHED_EXTCHE_SHA2011,COUNTRY,TGO,AFR,Africa,YEAR,2022,,,,,,,,,20.64,20.64047813,,,,2025-12-05T13:23:08Z,2022,2022-01-01,2022-12-31
4590813,GHED_EXTCHE_SHA2011,COUNTRY,KIR,WPR,Western Pacific,YEAR,2021,,,,,,,,,22.02,22.01825714,,,,2025-12-05T13:23:08Z,2021,2021-01-01,2021-12-31
4592265,GHED_EXTCHE_SHA2011,COUNTRY,SVN,EUR,Europe,YEAR,2006,,,,,,,,,0.00,0,,,,2025-12-05T13:23:08Z,2006,2006-01-01,2006-12-31
4596233,GHED_EXTCHE_SHA2011,COUNTRY,BEN,AFR,Africa,YEAR,2011,,,,,,,,,32.44,32.44018555,,,,2025-12-05T13:23:08Z,2011,2011-01-01,2011-12-31
4596911,GHED_EXTCHE_SHA2011,COUNTRY,GIN,AFR,Africa,YEAR,2007,,,,,,,,,20.41,20.41023445,,,,2025-12-05T13:23:08Z,2007,2007-01-01,2007-12-31
4597759,GHED_EXTCHE_SHA2011,COUNTRY,SVK,EUR,Europe,YEAR,2021,,,,,,,,,0.00,0,,,,2025-12-05T13:23:08Z,2021,2021-01-01,2021-12-31
4597901,GHED_EXTCHE_SHA2011,COUNTRY,PRY,AMR,Americas,YEAR,2004,,,,,,,,,1.29,1.29263496,,,,2025-12-05T13:23:08Z,2004,2004-01-01,2004-12-31
4601796,GHED_EXTCHE_SHA2011,COUNTRY,DEU,EUR,Europe,YEAR,2003,,,,,,,,,0.00,0,,,,2025-12-05T13:23:08Z,2003,2003-01-01,2003-12-31
4601963,GHED_EXTCHE_SHA2011,COUNTRY,BHR,EMR,Eastern Mediterranean,YEAR,2022,,,,,,,,,0.00,0,,,,2025-12-05T13:23:08Z,2022,2022-01-01,2022-12-31
4602277,GHED_EXTCHE_SHA2011,COUNTRY,ZAF,AFR,Africa,YEAR,2010,,,,,,,,,7.64,7.64232397,,,,2025-12-05T13:23:08Z,2010,2010-01-01,2010-12-31
4606813,GHED_EXTCHE_SHA2011,COUNTRY,ETH,AFR,Africa,YEAR,2009,,,,,,,,,33.59,33.59212494,,,,2025-12-05T13:23:08Z,2009,2009-01-01,2009-12-31
4607354,GHED_EXTCHE_SHA2011,COUNTRY,NER,AFR,Africa,YEAR,2005,,,,,,,,,10.62,10.62482929,,,,2025-12-05T13:23:08Z,2005,2005-01-01,2005-12-31
4608402,GHED_EXTCHE_SHA2011,COUNTRY,NLD,EUR,Europe,YEAR,2007,,,,,,,,,0.01,0.01427221,,,,2025-12-05T13:23:08Z,2007,2007-01-01,2007-12-31
4611407,GHED_EXTCHE_SHA2011,COUNTRY,EGY,EMR,Eastern Mediterranean,YEAR,2018,,,,,,,,,0.66,0.65753311,,,,2025-12-05T13:23:08Z,2018,2018-01-01,2018-12-31
4611833,GHED_EXTCHE_SHA2011,COUNTRY,TJK,EUR,Europe,YEAR,2010,,,,,,,,,8.92,8.91756439,,,,2025-12-05T13:23:08Z,2010,2010-01-01,2010-12-31
4613626,GHED_EXTCHE_SHA2011,COUNTRY,PRY,AMR,Americas,YEAR,2008,,,,,,,,,0.57,0.57264763,,,,2025-12-05T13:23:08Z,2008,2008-01-01,2008-12-31
4615028,GHED_EXTCHE_SHA2011,COUNTRY,ISR,EUR,Europe,YEAR,2007,,,,,,,,,1.30,1.2978034,,,,2025-12-05T13:23:08Z,2007,2007-01-01,2007-12-31
4618380,GHED_EXTCHE_SHA2011,COUNTRY,MNG,WPR,Western Pacific,YEAR,2018,,,,,,,,,8.54,8.53977299,,,,2025-12-05T13:23:08Z,2018,2018-01-01,2018-12-31
4619828,GHED_EXTCHE_SHA2011,COUNTRY,SVK,EUR,Europe,YEAR,2017,,,,,,,,,0.00,0,,,,2025-12-05T13:23:08Z,2017,2017-01-01,2017-12-31
4620194,GHED_EXTCHE_SHA2011,COUNTRY,IDN,WPR,Western Pacific,YEAR,2012,,,,,,,,,0.96,0.96095127,,,,2025-12-05T13:23:08Z,2012,2012-01-01,2012-12-31
4620327,GHED_EXTCHE_SHA2011,COUNTRY,NRU,WPR,Western Pacific,YEAR,2005,,,,,,,,,2.54,2.54139757,,,,2025-12-05T13:23:08Z,2005,2005-01-01,2005-12-31
4622309,GHED_EXTCHE_SHA2011,COUNTRY,ALB,EUR,Europe,YEAR,2007,,,,,,,,,4.23,4.22592163,,,,2025-12-05T13:23:08Z,2007,2007-01-01,2007-12-31
4622936,GHED_EXTCHE_SHA2011,COUNTRY,ZAF,AFR,Africa,YEAR,2023,,,,,,,,,2.06,2.05698609,,,,2025-12-05T13:23:08Z,2023,2023-01-01,2023-12-31
4625484,GHED_EXTCHE_SHA2011,COUNTRY,LKA,SEAR,South-East Asia,YEAR,2004,,,,,,,,,0.51,0.50929457,,,,2025-12-05T13:23:08Z,2004,2004-01-01,2004-12-31
4626132,GHED_EXTCHE_SHA2011,COUNTRY,TZA,AFR,Africa,YEAR,2001,,,,,,,,,31.58,31.57694244,,,,2025-12-05T13:23:08Z,2001,2001-01-01,2001-12-31
